"","stat.Text","stat.label"
"268","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"269","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"270","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"271","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"272","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"273","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"274","The Ceremony PresidentTrump FirstDays xICeIrcuD","neutral"
"275","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"276","Sorry not interested in FakeNews HollywoodBtw most were watching PresidentTrumps FirstDays aqZQYkMJZ","negative"
"277","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"278","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"279","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"280","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"281","PRESIDENTTRUMP
THANK YOU FOR RUNNING AND BEING SMART ENOUGH TO WIN TY FOR NOT BEING BOUGHT OFFTY FORCARING FOR US ALL","positive"
"282","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"283","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"284","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"285","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"286","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"287","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"288","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"289","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"290","Yes our PresidentTrump ROCKS vImjlhlyJH","neutral"
"291","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"292","PresidentTrump may have denigrated HRCs actions CROOKED but NEVER called her","negative"
"293","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble","positive"
"294","now mainstreammedia is BRAGGING about sabotaging PresidentTrumps health care reform Didnt expect anything less really","positive"
"295","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"296","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"297","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"298","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble","positive"
"299","Which news channel is more neutral media DonaldTrump PresidentTrump TrumpNews","neutral"
"300","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"301","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"302","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"303","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"304","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"305","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"306","NewsAtCorrespondentsDinner took place without PresidentTrump TheFirstDays FakeNewsDebate","neutral"
"307","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"308","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"309","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"310","Let me get this straight U want me t BXnQxvvvQ","neutral"
"311","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"312","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"313","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"314","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"315","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"316","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"317","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"318","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"319","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"320","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"321","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention","neutral"
"322","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"323","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"324","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"325","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"326","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"327","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"328","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"329","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"330","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"331","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"332","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"333","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"334","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"335","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"336","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"337","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"338","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble","positive"
"339","USA is now under new management PresidentTrumpteam MAGA kWKlxkjEL","neutral"
"340","Heres why I voted TrumpVOTING PresidentTrump inJoin TrumpsArmy America is worth fighting for MAGA","neutral"
"341","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"342","Egos fight PresidentTrump BladimiPutin Kim Jongun","neutral"
"343","Looks like PresidentTrump whopped them all EhldNSAKW","positive"
"344","PresidentTrump may have denigrated HRCs actions CROOKED but NEVER called her","negative"
"345","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"346","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"347","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble","positive"
"348","Looks like PresidentTrump whopped them all EhldNSAKW","positive"
"349","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"350","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"351","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"352","Heres why I voted TrumpVOTING PresidentTrump inJoin TrumpsArmy America is worth fighting for MAGA","neutral"
"353","Checking just to be sure P USElection PresidentTrump rFjWCDOY","neutral"
"354","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble","positive"
"355","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"356","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"357","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"358","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"359","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"360","PresidentTrump is one of us There is no elitist average American divide becauserepresents the avera wXuFrlIgg","negative"
"361","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"362","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"363","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"364","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble","positive"
"365","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"366","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"367","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"368","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"369","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble","positive"
"370","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"371","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump G QSwQpJcCRV","positive"
"372","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"373","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"374","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"375","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"376","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"377","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
"378","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T","negative"
